,Label
@vijayrupanibjp @narendramodi તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ. સ્વસ્થ રહીએ અને બીજાને સ્વસ્થ રાખવા,Non-hostile
@narendramodi @vijayrupanibjp તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ.,Non-hostile
"@Divya_BHaskar #સમજો..
જનતા કર્ફ્યૂ છે, 144 કલમ લાગુંછે, 4 થી વધુ લોકોના ભેગા થવા પર પ્રતિબંધ છે.
સાચી માહિતી આપો, અફવા ન ફેલાવો..
અથવા સલાહો/શિખામણો ફક્ત TV સ્ક્રીન, પોસ્ટર અખબારો પાના સુધીજ ..",Non-hostile
"જનતા કર્ફ્યૂ: 22 માર્ચે 2400 પેસેન્જર ટ્રેન અને 1300 મેલ-એક્સપ્રેસ ટ્રેનો નહીં દોડે
Https://t.co/5z8QHostilegRsZT #Covid19India #StopFridayTantrums #JantaCurfewCHallenge",Non-hostile
અમદાવાદના મોટાભાગના મંદિરો પણ બંધ રહી ‘જનતા કર્ફ્યૂ’માં જોડાશે Https://t.co/TvXqPw0Se5,Non-hostile
"જનતા કર્ફ્યૂ અને જનતા થેંક યૂ સન્ડેઃ પ્રધાનમંત્રીએ બેદરકારી ન દાખવવા જણાવ્યું 
Https://t.co/3wsjMqRsLp

via NaMo App Https://t.co/cx9Yx2X9Y3",Non-hostile
"અમદાવાદના મોટાભાગના મંદિરો પણ બંધ રહી 'જનતા કર્ફ્યૂ'માં જોડાશે
#AHmedabad #JantaCurfew #Temple #Close Https://t.co/QA3436xVE7",Non-hostile
અત્યારે ભાજપ કોંગ્રેસ ને સાઇડમા મુકી એક થવાનો ટાઇમ છે બધાને સ્વયં સિસ્ત પાળી ને ચાલો કોરોના જેવા વાઇરસ ને મહાત આપીએ ..........💐🙏🙏,Non-hostile
"- જનતા કર્ફ્યૂ પહેલા PM મોદીની અપીલ, કહ્યું- સાચી માહિતી જ શેર કરો અને ખોટી અફવાઓથી બચો

Https://t.co/HGjOJjPsOB

#coronavirus #pmnarendramodi #tweet #says #Correctinformation #avoiding #incorrectpanic",Non-hostile
"🙏ઇતિહાસ માં પહેલીવાર એવો અવસર આવ્યો છે કે ..
કશું જ ના કરવાથી અને ઘરમાં આરામ કરવાથી સમાજ અને દેશની સેવા થશે. આ મોકો જવા ના દો ભરપૂર સેવા કરો.
કોરોના મુક્ત ભારત માટે
*""જનતા કર્ફ્યૂ"" આવતીકાલે રવિવારે* પોતાના ઘરે જ પરિવાર સાથે વિતાવો 😊🙏🏻🎋 એક જાગૃત નાગરિક તરીકે આપણી ફરજ બજાવીએ",Non-hostile
કોરોના સામેના જંગમાં વડા પ્રધાન મોદીની 'જનતા કર્ફ્યૂ'ની અપીલ યોગ્ય છે કે લોકડાઉન કરવાની જરૂર હતી?,Non-hostile
"સજાગ રહીએ, સચેત રહીએ, અફવાઓ થી દુર રહીએ અને કોરોનાને પરાસ્ત કરીએ.‌ ચાલો સૌ સાથે મળીને રવિવારે જનતા કર્ફ્યૂ રાખીએ.
Let's defeat #corona #covid_19
#Happy_Help_cHaritable_trust
#akHil_bHartiya_parivar_party",Non-hostile
@NiiravvaisHnav @rupaHasit @p4prapti @falgunivasavada @onlyjigs18 @JignesHvasavada @utpalvaisHnav @Manu19774gmail1 @darsHakdk @JosHipuraSuresH @AstrodocSaHil બધી સોસાયટી માં આ રીતે બોર્ડ લખી લોકો ને 'જનતા કર્ફ્યૂ' અંગે જાગૃત કરવા અને તેનું પાલન કરવાનું કે,Non-hostile
અસ્મિતા વિશેષમાં આજે જુઓ ‘કોરોના કર્ફ્યૂ’ રાત્રે 9.30 વાગ્યે Https://t.co/riReA6lggl,Non-hostile
જનતા કર્ફ્યૂ : રાજ્યમાં સવારથી સાંજ સુધી પબ્લિક ટ્રાન્સપોર્ટેશન બંધ રાખવાની CMની જાહેરાત #CoronaVirus #Covid19 #News18Gujarati Https://t.co/90bftDqJAO,Non-hostile
"કોરોના વાયરસની શ્રીનગરમાં અસર, શ્રીનગરમાં કર્ફ્યૂ જેવો માહોલ જોવા મળ્યો

#coronavirusindia #Srinagar",Non-hostile
"બસ ભાઈ, અમે પણ કશું શરૂ કરવા નથી માગતા પણ અમુક અંધભકતો એમની ટેવ છોડતા નથી અને ઉશ્કેરે છે એટલે લખવું પડે. બાકી વડાપ્રધાન જેવો માણસ ઘરમાં રહેવા અપીલ કરે તો બહું મોટી હોનારત ના નિશાનો જ છે. અને આ જનતા કર્ફ્યૂ એક દિવસ માટે તો પ્રેક્ટિસ માટે છે બાકી ચાલશે પખવાડીયા સુધી. આ",Non-hostile
તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ. સ્વસ્થ રહીએ અને બીજાને સ્વસ્થ રાખવાનો પ્રયાસ કરીએ.@PMOIndia @narendramodi Https://t.co/bsmtfuGmCa,Non-hostile
તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ. સ્વસ્થ રહીએ અને બીજાને સ્વસ્થ રાખવાનો પ્રયાસ કરીએ.@PMOIndia @narendramodi Https://t.co/SFi4bIKUa8,Non-hostile
"કોરોના ઈફેક્ટ: શ્રીલંકામાં ચાર દિવસ કર્ફ્યૂ જાહેર કરાયું
Https://t.co/avkkWi1W91
#SriLankacoronavirus #Srilankacurfew #coronavirus #pandemic #srilanka #rajapaksa",Non-hostile
તા. ૨૨-૩-૨૦૨૦ રવિવારે સવારે ૭ થી રાત્રે ૯ સુધી જનતા કર્ફ્યૂ નું પાલન ચુસ્ત પણે કરીશ અને હું મારા તમામ પરીવાર ના સભ્યોને પણ પાલન કરવા વિનંતી કરૂં છું. આપડે સૌ સાથે મળી આ આફતનો મુકાબલો કરીએ. સ્વસ્થ રહીએ અને બીજાને સ્વસ્થ રાખવાનો પ્રયાસ કરીએ.@narendramodi,Non-hostile
જનતા કર્ફ્યૂ..✍️ #narendramodi,Non-hostile
"મુખ્યમંત્રી વિજય રૂપાણી :- રાજ્યમાં આગામી રવિવારે જનતા કર્ફ્યૂનો ચુસ્તપણે અમલ થશે. જનતા કર્ફ્યૂ અંતર્ગત રાજ્યમાં એસટી બસ અને મહાનગર પાલિકા ,નગરપાલિકા સંચાલિત સીટી બસ સુવિધા અને અન્ય તમામ ટ્રાન્સપોર્ટેશન બંધ રહેશે.… Https://t.co/ofTHAHostilei15i",Non-hostile
"રવિવારે જનતા કર્ફ્યૂ છે, સબ ટીવી પર તારક મહેતાકા ઉલટા ચશ્મા ના જૂના એપિસોડ જોવામાં આવશે
#CoronavirusOutbreakindia 
#JanataCurfew",Non-hostile
"#PMModiOnCorona વાયરસને લઈને #jantacurfew ની કરેલી અપીલને લોકોનો પ્રતિસાદ મળવાનો શરૂ

પ્રધાનમંત્રી #narendramodi 22 માર્ચે જનતા કર્ફ્યૂ રાખોની અપીલને સહયોગ કરવા સોશ્યલ મિડીયામાં કરી રહ્યા છે સમર્થન

પ્રધાનમંત્રીના રાષ્ટ્રજોગ સંદેશની અસર શરૂ

તમે પણ શેર કરો અને અપીલ કરો 🙏 Https://t.co/swI57LgZLi",Non-hostile
"કોરોના: જાણો શું છે જનતા કર્ફ્યૂ? PM મોદીએ જે કહ્યું તેના પર આ રીતે થશે અમલ
જાણો સમગ્ર માહિતી: Https://t.co/E4ZfiuR0PZ
#CoronavirusOutbreakindia, #COVID19, #CoronavirusPandemic, #CoronaInMaHarasHtra, #SocialDistanacing, #CHineseWuHanVirus, #JantaCurfew Https://t.co/GqB0JxDmqs",Non-hostile
સંબોધનમાં વડાપ્રધાન મોદીએ 22 માર્ચે રવિવારે જનતા કર્ફ્યૂ રાખી દેશહિતમાં સામેલ થવા માટે અપીલ કરી Https://t.co/CjsFl9k5ld Https://t.co/3NlS9OBV1s,Non-hostile
